               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 155,            0.027659,            0.019532,           0.0012928,             0.87434,             0.89125,             0.93224,             0.61064,            0.026648,            0.011051,          0.00081047,            0.002377,            0.002377,            0.002377
                 156,            0.027537,            0.019303,           0.0012219,             0.87623,             0.88994,             0.93253,              0.6117,             0.02661,            0.011034,          0.00080884,           0.0023275,           0.0023275,           0.0023275
                 157,            0.027601,            0.019113,           0.0012101,             0.87817,             0.88771,             0.93282,             0.61214,            0.026568,            0.011017,          0.00080691,            0.002278,            0.002278,            0.002278
                 158,            0.027368,            0.019131,           0.0012323,             0.87802,             0.88738,             0.93295,             0.61278,            0.026527,            0.010999,          0.00080424,           0.0022285,           0.0022285,           0.0022285
                 159,            0.027268,            0.019057,           0.0012117,             0.87869,             0.88816,              0.9332,             0.61399,            0.026488,            0.010982,          0.00080167,            0.002179,            0.002179,            0.002179
                 160,            0.027331,            0.019122,           0.0011807,             0.87813,             0.89099,             0.93365,               0.614,             0.02645,            0.010965,          0.00080005,           0.0021295,           0.0021295,           0.0021295
                 161,            0.027037,            0.019033,            0.001182,             0.87823,             0.89481,             0.93408,             0.61495,            0.026412,            0.010948,          0.00079867,             0.00208,             0.00208,             0.00208
                 162,            0.027058,            0.019104,           0.0011489,             0.87958,             0.89696,             0.93507,             0.61532,            0.026373,            0.010932,          0.00079749,           0.0020305,           0.0020305,           0.0020305
                 163,            0.027092,            0.019029,           0.0012134,             0.87819,             0.89804,             0.93534,             0.61599,            0.026332,            0.010915,          0.00079637,            0.001981,            0.001981,            0.001981
                 164,            0.027009,            0.018825,           0.0011651,             0.87924,             0.89851,             0.93556,             0.61674,            0.026296,            0.010898,          0.00079493,           0.0019315,           0.0019315,           0.0019315
                 165,            0.026875,            0.018966,           0.0011734,             0.88038,              0.8987,             0.93583,             0.61739,            0.026257,            0.010881,          0.00079286,            0.001882,            0.001882,            0.001882
                 166,            0.026788,            0.018899,           0.0012242,              0.8822,             0.90034,             0.93686,             0.61824,            0.026219,            0.010864,           0.0007908,           0.0018325,           0.0018325,           0.0018325
                 167,            0.026704,             0.01876,           0.0011186,             0.88183,             0.90021,             0.93685,             0.61888,            0.026181,            0.010847,          0.00078925,            0.001783,            0.001783,            0.001783
                 168,            0.026642,            0.018876,           0.0011957,             0.87989,             0.90081,             0.93703,             0.61982,             0.02614,             0.01083,          0.00078753,           0.0017335,           0.0017335,           0.0017335
                 169,            0.026564,            0.018745,           0.0012054,             0.87895,             0.90072,             0.93741,             0.62082,              0.0261,            0.010815,          0.00078519,            0.001684,            0.001684,            0.001684
                 170,            0.026656,             0.01878,           0.0011516,             0.87812,              0.9008,             0.93775,             0.62205,            0.026057,            0.010798,           0.0007838,           0.0016345,           0.0016345,           0.0016345
                 171,            0.026508,            0.018763,           0.0011432,             0.87819,             0.90137,             0.93818,              0.6229,            0.026017,            0.010781,          0.00078184,            0.001585,            0.001585,            0.001585
                 172,            0.026339,            0.018662,           0.0010732,             0.87924,             0.90224,             0.93869,             0.62401,            0.025976,            0.010765,          0.00077984,           0.0015355,           0.0015355,           0.0015355
                 173,            0.026149,            0.018588,           0.0010305,             0.88002,             0.90357,             0.93894,             0.62479,            0.025937,            0.010749,          0.00077821,            0.001486,            0.001486,            0.001486
                 174,            0.026136,            0.018491,           0.0010378,             0.88141,             0.90403,             0.93923,             0.62612,            0.025899,            0.010732,          0.00077647,           0.0014365,           0.0014365,           0.0014365
                 175,            0.025866,            0.018504,           0.0011216,             0.88103,             0.90414,             0.93953,             0.62705,            0.025857,            0.010715,          0.00077525,            0.001387,            0.001387,            0.001387
                 176,            0.025964,            0.018472,           0.0010285,             0.88161,             0.90657,             0.94045,             0.62812,            0.025818,            0.010699,          0.00077417,           0.0013375,           0.0013375,           0.0013375
                 177,            0.025872,            0.018187,           0.0011218,              0.8827,             0.90545,             0.94074,             0.62887,            0.025776,            0.010683,          0.00077261,            0.001288,            0.001288,            0.001288
                 178,            0.025836,            0.018398,           0.0011277,             0.88378,             0.90439,             0.94091,              0.6296,            0.025735,            0.010667,            0.000771,           0.0012385,           0.0012385,           0.0012385
                 179,            0.025698,            0.018165,           0.0010531,             0.88265,             0.90769,             0.94115,             0.63038,            0.025694,            0.010651,          0.00076997,            0.001189,            0.001189,            0.001189
                 180,            0.025692,            0.018246,           0.0010623,             0.88674,             0.90235,             0.94193,             0.63102,            0.025653,            0.010635,          0.00076885,           0.0011395,           0.0011395,           0.0011395
                 181,            0.025556,            0.018069,           0.0011277,             0.88686,             0.90381,             0.94219,             0.63183,            0.025611,            0.010619,          0.00076739,             0.00109,             0.00109,             0.00109
                 182,            0.025317,            0.018177,           0.0011075,             0.88547,             0.90585,              0.9426,             0.63263,            0.025572,            0.010604,          0.00076575,           0.0010405,           0.0010405,           0.0010405
                 183,            0.025376,            0.018094,           0.0010736,             0.88641,              0.9061,             0.94286,             0.63375,            0.025532,            0.010588,          0.00076479,            0.000991,            0.000991,            0.000991
                 184,            0.025387,            0.017989,           0.0010394,             0.88445,             0.90676,             0.94315,             0.63496,            0.025493,            0.010573,            0.000764,           0.0009415,           0.0009415,           0.0009415
                 185,            0.025203,            0.017944,           0.0010173,             0.88468,             0.90814,             0.94332,             0.63545,            0.025455,            0.010557,          0.00076357,            0.000892,            0.000892,            0.000892
                 186,            0.025036,            0.017838,             0.00106,             0.88703,             0.90676,             0.94333,             0.63676,            0.025416,            0.010541,          0.00076313,           0.0008425,           0.0008425,           0.0008425
                 187,            0.025117,            0.017798,           0.0010912,             0.88851,              0.9067,              0.9437,             0.63787,            0.025376,            0.010525,           0.0007628,            0.000793,            0.000793,            0.000793
                 188,            0.025045,            0.017805,          0.00098714,             0.89242,             0.90354,               0.944,             0.63857,            0.025336,             0.01051,          0.00076242,           0.0007435,           0.0007435,           0.0007435
                 189,            0.024913,            0.017821,           0.0010017,             0.89332,             0.90304,             0.94439,              0.6395,            0.025295,            0.010495,           0.0007619,            0.000694,            0.000694,            0.000694
                 190,            0.024825,            0.017908,           0.0010358,             0.89387,             0.90168,             0.94475,             0.64061,            0.025253,            0.010479,          0.00076088,           0.0006445,           0.0006445,           0.0006445
                 191,            0.024682,            0.017701,          0.00097565,             0.89684,             0.90168,             0.94508,             0.64106,            0.025213,            0.010463,          0.00076001,            0.000595,            0.000595,            0.000595
                 192,            0.024771,            0.017796,          0.00093602,             0.89846,             0.90126,             0.94561,             0.64177,            0.025174,            0.010447,           0.0007593,           0.0005455,           0.0005455,           0.0005455
                 193,            0.024528,            0.017665,           0.0010207,             0.90021,             0.90228,             0.94619,             0.64263,            0.025134,            0.010431,           0.0007581,            0.000496,            0.000496,            0.000496
                 194,            0.024507,            0.017579,          0.00095337,             0.90133,             0.90139,             0.94644,             0.64371,            0.025094,            0.010416,          0.00075732,           0.0004465,           0.0004465,           0.0004465
                 195,            0.024529,             0.01761,           0.0010035,             0.90217,             0.90121,             0.94667,             0.64424,            0.025053,            0.010401,          0.00075638,            0.000397,            0.000397,            0.000397
                 196,            0.024456,            0.017552,          0.00094545,              0.9018,             0.90286,             0.94686,             0.64504,            0.025012,            0.010386,          0.00075544,           0.0003475,           0.0003475,           0.0003475
                 197,             0.02426,            0.017465,          0.00094633,             0.90068,             0.90629,             0.94765,             0.64641,             0.02497,            0.010371,          0.00075433,            0.000298,            0.000298,            0.000298
                 198,            0.024087,            0.017388,          0.00095835,             0.90154,             0.90612,             0.94781,             0.64742,            0.024929,            0.010356,          0.00075337,           0.0002485,           0.0002485,           0.0002485
                 199,            0.024097,            0.017371,           0.0009518,             0.90434,             0.90261,             0.94769,             0.64829,            0.024888,            0.010342,          0.00075249,            0.000199,            0.000199,            0.000199
