               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 161,            0.023379,            0.018167,           0.0010598,             0.92952,             0.92845,             0.96771,             0.70541,            0.023055,            0.010085,           0.0006813,             0.00208,             0.00208,             0.00208
                 162,            0.023539,             0.01827,           0.0010381,             0.93026,             0.92945,             0.96786,             0.70636,            0.023009,            0.010066,           0.0006821,           0.0020305,           0.0020305,           0.0020305
                 163,            0.023358,            0.018219,           0.0011369,             0.92972,             0.93124,             0.96807,             0.70674,            0.022964,            0.010046,          0.00068222,            0.001981,            0.001981,            0.001981
                 164,            0.023425,            0.018051,           0.0010408,             0.93119,             0.92834,             0.96857,             0.70799,            0.022918,            0.010026,          0.00067983,           0.0019315,           0.0019315,           0.0019315
                 165,            0.023236,            0.018138,           0.0010528,             0.93124,             0.92908,             0.96885,             0.70893,            0.022872,            0.010006,          0.00067732,            0.001882,            0.001882,            0.001882
                 166,            0.023226,            0.018113,           0.0010309,             0.93126,             0.92871,             0.96903,             0.71013,            0.022826,           0.0099861,          0.00067461,           0.0018325,           0.0018325,           0.0018325
                 167,            0.023138,            0.017948,          0.00099171,              0.9313,             0.92962,             0.96944,             0.71067,            0.022779,           0.0099681,          0.00067327,            0.001783,            0.001783,            0.001783
                 168,            0.023099,            0.018056,           0.0010946,             0.93186,             0.93071,             0.97003,             0.71173,             0.02273,           0.0099498,          0.00067181,           0.0017335,           0.0017335,           0.0017335
                 169,            0.022952,            0.017924,           0.0010192,             0.93294,             0.92808,             0.96995,             0.71272,            0.022688,           0.0099326,          0.00066881,            0.001684,            0.001684,            0.001684
                 170,            0.023006,            0.017966,           0.0009638,             0.93344,             0.92859,             0.97014,             0.71372,            0.022643,           0.0099145,          0.00066651,           0.0016345,           0.0016345,           0.0016345
                 171,            0.022882,            0.017914,           0.0010291,             0.93361,             0.92938,             0.97033,             0.71454,            0.022598,            0.009896,          0.00066381,            0.001585,            0.001585,            0.001585
                 172,            0.022782,            0.017798,          0.00096335,             0.93227,             0.93032,             0.97074,             0.71525,            0.022553,           0.0098772,          0.00066154,           0.0015355,           0.0015355,           0.0015355
                 173,            0.022619,             0.01776,          0.00091913,             0.93269,             0.93171,             0.97061,             0.71604,            0.022508,           0.0098589,          0.00065892,            0.001486,            0.001486,            0.001486
                 174,            0.022519,            0.017551,          0.00096281,             0.93191,             0.93204,             0.96955,             0.71689,            0.022461,           0.0098408,          0.00065564,           0.0014365,           0.0014365,           0.0014365
                 175,            0.022357,            0.017629,           0.0010173,             0.93146,             0.93313,             0.96966,             0.71802,            0.022414,           0.0098222,          0.00065338,            0.001387,            0.001387,            0.001387
                 176,            0.022396,             0.01757,          0.00086387,             0.93159,             0.93373,             0.96981,             0.71881,            0.022366,           0.0098039,          0.00065118,           0.0013375,           0.0013375,           0.0013375
                 177,            0.022275,            0.017322,          0.00094712,             0.93192,             0.93407,             0.96991,             0.71941,            0.022319,           0.0097859,          0.00064853,            0.001288,            0.001288,            0.001288
                 178,            0.022337,            0.017482,          0.00095363,             0.93167,             0.93571,             0.96982,             0.71979,            0.022274,           0.0097689,          0.00064545,           0.0012385,           0.0012385,           0.0012385
                 179,             0.02216,            0.017308,          0.00090436,             0.93223,             0.93634,              0.9711,             0.72058,            0.022228,           0.0097511,          0.00064275,            0.001189,            0.001189,            0.001189
                 180,            0.022146,            0.017342,          0.00091964,             0.93303,              0.9372,             0.97217,             0.72149,            0.022183,           0.0097339,           0.0006398,           0.0011395,           0.0011395,           0.0011395
                 181,            0.021985,            0.017226,           0.0009296,             0.93375,             0.93712,             0.97201,              0.7224,             0.02214,           0.0097169,          0.00063631,             0.00109,             0.00109,             0.00109
                 182,            0.021825,            0.017155,          0.00093534,             0.93404,              0.9365,             0.97134,             0.72296,            0.022099,           0.0096999,          0.00063415,           0.0010405,           0.0010405,           0.0010405
                 183,             0.02189,            0.017095,          0.00094703,             0.93419,             0.93619,             0.97138,             0.72395,            0.022059,           0.0096828,          0.00063177,            0.000991,            0.000991,            0.000991
                 184,            0.021831,            0.017061,          0.00094766,             0.93599,             0.93737,             0.97169,             0.72447,            0.022017,           0.0096661,          0.00062906,           0.0009415,           0.0009415,           0.0009415
                 185,            0.021726,            0.017039,          0.00090535,             0.93688,             0.93783,             0.97075,             0.72506,            0.021975,           0.0096495,           0.0006279,            0.000892,            0.000892,            0.000892
                 186,            0.021484,            0.016924,          0.00091857,             0.93939,             0.93712,             0.97035,             0.72569,            0.021932,           0.0096327,          0.00062659,           0.0008425,           0.0008425,           0.0008425
                 187,            0.021634,            0.016878,          0.00096091,             0.94138,             0.93629,             0.97051,             0.72641,            0.021891,            0.009616,          0.00062535,            0.000793,            0.000793,            0.000793
                 188,            0.021524,            0.016826,          0.00088264,             0.94256,             0.93618,             0.97061,             0.72745,             0.02185,           0.0095991,          0.00062401,           0.0007435,           0.0007435,           0.0007435
                 189,            0.021436,             0.01678,          0.00087429,             0.94332,             0.93618,             0.97068,             0.72857,             0.02181,           0.0095835,          0.00062227,            0.000694,            0.000694,            0.000694
                 190,            0.021393,            0.016985,          0.00089225,             0.94427,             0.93597,             0.97081,             0.72943,             0.02177,           0.0095672,          0.00061997,           0.0006445,           0.0006445,           0.0006445
                 191,            0.021212,             0.01671,          0.00087682,             0.94291,             0.93714,             0.97103,             0.73036,            0.021729,           0.0095505,          0.00061783,            0.000595,            0.000595,            0.000595
                 192,            0.021186,            0.016814,           0.0007976,             0.94453,              0.9371,             0.97115,             0.73116,             0.02169,           0.0095338,          0.00061582,           0.0005455,           0.0005455,           0.0005455
                 193,            0.021016,            0.016705,          0.00092571,             0.94455,              0.9371,             0.97122,             0.73181,            0.021651,           0.0095178,          0.00061369,            0.000496,            0.000496,            0.000496
                 194,            0.021067,            0.016604,          0.00086665,              0.9448,             0.93769,              0.9728,             0.73336,            0.021615,           0.0095024,          0.00061142,           0.0004465,           0.0004465,           0.0004465
                 195,            0.020979,            0.016639,          0.00088157,             0.94519,             0.93847,             0.97293,             0.73419,            0.021578,           0.0094867,          0.00060973,            0.000397,            0.000397,            0.000397
                 196,            0.020959,            0.016553,          0.00083805,             0.94317,             0.93985,             0.97313,             0.73467,             0.02154,           0.0094709,          0.00060879,           0.0003475,           0.0003475,           0.0003475
                 197,            0.020891,            0.016474,          0.00081269,             0.94318,             0.94123,             0.97171,             0.73508,            0.021502,           0.0094552,          0.00060719,            0.000298,            0.000298,            0.000298
                 198,            0.020681,            0.016419,          0.00085065,             0.94462,              0.9417,             0.97181,             0.73564,            0.021465,           0.0094401,          0.00060608,           0.0002485,           0.0002485,           0.0002485
                 199,            0.020693,             0.01638,           0.0008315,             0.94332,              0.9417,             0.97188,             0.73634,            0.021429,           0.0094249,          0.00060491,            0.000199,            0.000199,            0.000199
