               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  42,            0.033078,            0.024458,           0.0023052,             0.83871,             0.83083,             0.89292,             0.54822,            0.030586,            0.013462,           0.0012879,           0.0079705,           0.0079705,           0.0079705
                  43,            0.033047,            0.024368,           0.0022469,             0.83507,              0.8414,             0.89345,             0.55411,            0.030153,            0.013339,           0.0012775,            0.007921,            0.007921,            0.007921
                  44,            0.032994,            0.024484,           0.0023368,             0.85167,             0.83158,             0.89198,             0.55249,            0.030162,            0.013309,           0.0012834,           0.0078715,           0.0078715,           0.0078715
                  45,            0.032607,            0.024127,           0.0021903,             0.84709,             0.84088,             0.89761,             0.55633,            0.030184,            0.013198,           0.0013196,            0.007822,            0.007822,            0.007822
                  46,            0.032895,            0.024331,           0.0021661,             0.84172,             0.83712,             0.89723,              0.5592,            0.030034,            0.013223,           0.0013374,           0.0077725,           0.0077725,           0.0077725
                  47,            0.032634,            0.024211,           0.0022704,             0.85664,             0.82904,             0.90312,             0.56262,            0.029793,             0.01313,           0.0012191,            0.007723,            0.007723,            0.007723
                  48,            0.032537,             0.02411,           0.0021004,             0.84518,             0.85717,             0.90578,             0.56648,            0.029689,              0.0131,           0.0011705,           0.0076735,           0.0076735,           0.0076735
                  49,            0.032387,             0.02391,           0.0020776,             0.85215,              0.8516,             0.90961,             0.57435,             0.02958,            0.012977,           0.0011754,            0.007624,            0.007624,            0.007624
                  50,            0.032311,            0.023852,           0.0020019,             0.84883,             0.85433,             0.90963,             0.57748,            0.029484,            0.012917,           0.0011928,           0.0075745,           0.0075745,           0.0075745
                  51,            0.032252,            0.024058,           0.0020546,             0.86114,             0.84659,             0.91024,              0.5773,            0.029371,            0.012901,           0.0011839,            0.007525,            0.007525,            0.007525
                  52,            0.031947,            0.023961,           0.0020878,              0.8499,             0.86093,             0.91077,             0.58007,            0.029276,            0.012892,           0.0011487,           0.0074755,           0.0074755,           0.0074755
                  53,            0.031974,            0.023652,           0.0020244,             0.84559,             0.86834,             0.91297,             0.58215,            0.029048,            0.012803,           0.0011474,            0.007426,            0.007426,            0.007426
                  54,            0.031904,            0.023846,           0.0021126,             0.85112,             0.85964,             0.91458,             0.58465,            0.028875,            0.012754,           0.0011073,           0.0073765,           0.0073765,           0.0073765
                  55,            0.031783,            0.023673,           0.0019214,             0.84987,             0.86744,             0.91659,             0.58808,            0.028733,            0.012695,           0.0010802,            0.007327,            0.007327,            0.007327
                  56,            0.031655,            0.023594,           0.0019219,             0.85323,              0.8693,             0.91845,             0.58991,            0.028589,            0.012634,           0.0010519,           0.0072775,           0.0072775,           0.0072775
                  57,            0.031595,            0.023404,           0.0019455,             0.84628,             0.88279,             0.92248,             0.59319,            0.028475,            0.012575,          0.00099369,            0.007228,            0.007228,            0.007228
                  58,            0.031466,            0.023546,           0.0020258,             0.85795,             0.87249,             0.92366,              0.5952,            0.028356,            0.012525,          0.00098332,           0.0071785,           0.0071785,           0.0071785
                  59,            0.031433,            0.023292,           0.0019764,             0.86087,             0.87668,             0.92383,             0.59963,            0.028245,            0.012461,          0.00093102,            0.007129,            0.007129,            0.007129
                  60,            0.031293,              0.0233,           0.0018618,              0.8712,             0.87456,             0.92555,             0.60072,             0.02813,            0.012431,          0.00094784,           0.0070795,           0.0070795,           0.0070795
                  61,            0.030961,            0.023213,           0.0018372,             0.86124,             0.88582,             0.92552,               0.602,            0.028057,            0.012394,          0.00091643,             0.00703,             0.00703,             0.00703
                  62,            0.031037,            0.023008,           0.0018539,             0.86434,             0.88391,             0.92613,             0.60221,            0.028003,            0.012346,          0.00090041,           0.0069805,           0.0069805,           0.0069805
                  63,            0.030985,            0.023089,           0.0018642,             0.86823,             0.88237,             0.92818,             0.60663,            0.027956,            0.012299,          0.00090449,            0.006931,            0.006931,            0.006931
                  64,            0.030806,            0.023178,           0.0017787,              0.8689,             0.88299,             0.92792,             0.60773,            0.027888,            0.012266,          0.00090078,           0.0068815,           0.0068815,           0.0068815
                  65,            0.030519,            0.022953,           0.0018877,             0.87296,             0.88213,             0.93013,             0.61121,            0.027788,            0.012214,          0.00090966,            0.006832,            0.006832,            0.006832
                  66,             0.03039,            0.022934,           0.0017696,             0.87882,             0.88154,             0.93069,             0.61264,            0.027676,            0.012164,          0.00091496,           0.0067825,           0.0067825,           0.0067825
                  67,            0.030679,            0.022952,           0.0018425,             0.87432,             0.88522,             0.93237,              0.6139,            0.027579,            0.012112,          0.00090147,            0.006733,            0.006733,            0.006733
                  68,              0.0304,            0.022839,           0.0017176,             0.87731,             0.88327,              0.9338,              0.6171,            0.027454,            0.012057,          0.00088044,           0.0066835,           0.0066835,           0.0066835
                  69,            0.030413,            0.022855,           0.0017933,             0.88102,             0.88519,             0.93645,             0.61997,            0.027316,            0.012019,          0.00087253,            0.006634,            0.006634,            0.006634
                  70,            0.030324,            0.022842,            0.001713,             0.88035,             0.88776,             0.93767,             0.62172,            0.027187,               0.012,          0.00086281,           0.0065845,           0.0065845,           0.0065845
                  71,             0.03014,            0.022621,           0.0016653,             0.88138,             0.89098,             0.93744,             0.62324,            0.027119,            0.011964,          0.00086645,            0.006535,            0.006535,            0.006535
                  72,            0.030057,            0.022673,           0.0018311,             0.88253,             0.89248,              0.9375,             0.62499,            0.027056,            0.011926,          0.00086717,           0.0064855,           0.0064855,           0.0064855
                  73,            0.030045,            0.022509,           0.0016162,             0.87836,             0.89519,             0.93821,             0.62653,            0.026993,            0.011897,          0.00086943,            0.006436,            0.006436,            0.006436
                  74,            0.029878,            0.022403,           0.0016746,             0.87882,             0.89458,             0.93925,             0.62889,            0.026934,            0.011868,          0.00086198,           0.0063865,           0.0063865,           0.0063865
                  75,            0.030003,            0.022644,           0.0017284,              0.8793,             0.89657,             0.93967,             0.63051,            0.026856,            0.011831,          0.00085693,            0.006337,            0.006337,            0.006337
                  76,            0.029696,            0.022405,           0.0016459,              0.8809,             0.89339,             0.93968,             0.63214,            0.026784,            0.011797,          0.00085921,           0.0062875,           0.0062875,           0.0062875
                  77,            0.029607,            0.022134,           0.0017331,             0.88061,             0.89921,             0.94064,              0.6335,             0.02671,            0.011763,          0.00085684,            0.006238,            0.006238,            0.006238
                  78,            0.029557,            0.022339,           0.0016101,             0.87971,              0.9025,             0.94096,             0.63517,            0.026642,            0.011728,          0.00085813,           0.0061885,           0.0061885,           0.0061885
                  79,            0.029494,            0.022171,           0.0017333,             0.88138,             0.90067,             0.94317,             0.63657,            0.026585,            0.011703,          0.00084375,            0.006139,            0.006139,            0.006139
                  80,            0.029337,            0.022131,            0.001664,             0.88162,             0.90312,             0.94382,             0.63749,            0.026527,            0.011671,          0.00084242,           0.0060895,           0.0060895,           0.0060895
                  81,             0.02926,            0.022279,           0.0016279,              0.8805,             0.90462,             0.94385,             0.63888,            0.026476,            0.011645,          0.00083123,             0.00604,             0.00604,             0.00604
                  82,             0.02926,            0.022001,           0.0015945,             0.88255,             0.90194,             0.94418,             0.64048,            0.026429,            0.011621,          0.00083133,           0.0059905,           0.0059905,           0.0059905
                  83,            0.029216,            0.022101,           0.0016202,             0.88976,             0.89985,             0.94447,             0.64124,            0.026367,            0.011592,          0.00082864,            0.005941,            0.005941,            0.005941
                  84,            0.029165,            0.021944,           0.0016537,              0.8912,             0.90176,             0.94545,             0.64282,            0.026311,            0.011564,          0.00082081,           0.0058915,           0.0058915,           0.0058915
                  85,            0.028946,            0.021763,            0.001507,              0.8933,             0.90226,              0.9462,             0.64451,            0.026262,            0.011533,          0.00081696,            0.005842,            0.005842,            0.005842
                  86,            0.028915,            0.021648,           0.0016333,             0.89342,             0.90225,              0.9471,             0.64596,            0.026201,            0.011504,          0.00081121,           0.0057925,           0.0057925,           0.0057925
                  87,            0.028814,            0.021856,           0.0015741,             0.89662,             0.89956,             0.94803,             0.64631,            0.026143,            0.011477,          0.00081199,            0.005743,            0.005743,            0.005743
                  88,            0.028704,            0.021573,            0.001471,             0.89825,             0.89933,              0.9477,             0.64676,             0.02609,            0.011452,          0.00080893,           0.0056935,           0.0056935,           0.0056935
                  89,            0.028666,            0.021438,           0.0016517,             0.89819,             0.90025,             0.94833,             0.64788,            0.026047,            0.011426,          0.00080802,            0.005644,            0.005644,            0.005644
                  90,            0.028544,            0.021521,           0.0015882,             0.90161,             0.89851,             0.94889,             0.64898,            0.026004,            0.011403,          0.00080272,           0.0055945,           0.0055945,           0.0055945
                  91,            0.028547,            0.021529,           0.0015031,             0.90079,             0.90045,             0.94933,             0.65027,            0.025963,            0.011378,          0.00079924,            0.005545,            0.005545,            0.005545
                  92,            0.028386,            0.021632,             0.00159,             0.90162,             0.90139,                0.95,             0.65131,            0.025921,            0.011358,          0.00079678,           0.0054955,           0.0054955,           0.0054955
                  93,            0.028374,            0.021507,           0.0015764,             0.90052,             0.90484,             0.95055,             0.65267,            0.025883,            0.011339,          0.00079395,            0.005446,            0.005446,            0.005446
                  94,            0.028536,            0.021596,           0.0016629,             0.90143,             0.90484,             0.95037,             0.65261,            0.025841,             0.01132,          0.00078927,           0.0053965,           0.0053965,           0.0053965
                  95,            0.028118,            0.021469,           0.0015503,              0.9004,             0.90624,             0.95031,             0.65311,            0.025802,            0.011301,          0.00078567,            0.005347,            0.005347,            0.005347
                  96,            0.028296,            0.021341,           0.0014753,              0.9022,             0.90633,             0.95113,              0.6543,            0.025766,            0.011283,           0.0007845,           0.0052975,           0.0052975,           0.0052975
                  97,            0.028126,            0.021411,            0.001457,             0.90382,             0.90335,             0.95131,             0.65434,            0.025726,            0.011264,          0.00078065,            0.005248,            0.005248,            0.005248
                  98,            0.027988,            0.021197,           0.0015443,             0.90405,             0.90156,             0.95127,             0.65564,            0.025686,            0.011244,          0.00077555,           0.0051985,           0.0051985,           0.0051985
                  99,            0.028038,            0.021173,           0.0015157,              0.9036,             0.90518,             0.95163,              0.6565,            0.025648,            0.011228,          0.00077435,            0.005149,            0.005149,            0.005149
                 100,            0.027974,            0.021066,           0.0014785,             0.90251,             0.90712,             0.95208,             0.65767,            0.025608,             0.01121,          0.00077188,           0.0050995,           0.0050995,           0.0050995
                 101,            0.027868,            0.021152,           0.0014307,              0.9022,             0.90888,              0.9524,             0.65789,            0.025572,            0.011194,          0.00077036,             0.00505,             0.00505,             0.00505
                 102,            0.027753,            0.021016,           0.0014991,             0.90243,             0.90972,             0.95277,             0.65873,            0.025532,            0.011179,          0.00077035,           0.0050005,           0.0050005,           0.0050005
                 103,            0.027695,            0.021144,           0.0015355,             0.90047,             0.91119,             0.95364,              0.6598,             0.02549,            0.011161,          0.00076695,            0.004951,            0.004951,            0.004951
                 104,            0.027666,            0.021012,           0.0014904,             0.90274,             0.90902,             0.95407,             0.66098,            0.025451,            0.011147,          0.00076157,           0.0049015,           0.0049015,           0.0049015
                 105,            0.027516,            0.020936,           0.0013863,             0.90273,             0.91004,             0.95437,             0.66139,            0.025415,            0.011132,          0.00075836,            0.004852,            0.004852,            0.004852
                 106,            0.027417,            0.021039,           0.0014077,             0.90413,             0.90996,             0.95473,             0.66243,             0.02538,            0.011115,          0.00075669,           0.0048025,           0.0048025,           0.0048025
                 107,            0.027274,            0.020697,           0.0014066,             0.90441,             0.90998,             0.95527,             0.66349,            0.025344,            0.011099,          0.00075512,            0.004753,            0.004753,            0.004753
                 108,            0.027211,            0.020682,            0.001411,             0.90492,              0.9118,             0.95561,               0.664,            0.025309,            0.011081,          0.00075295,           0.0047035,           0.0047035,           0.0047035
                 109,            0.027197,            0.020634,           0.0013867,             0.90505,             0.91411,             0.95603,             0.66428,             0.02527,            0.011064,           0.0007514,            0.004654,            0.004654,            0.004654
                 110,            0.027025,             0.02076,           0.0013094,             0.90609,              0.9142,             0.95628,             0.66515,            0.025229,            0.011045,          0.00074944,           0.0046045,           0.0046045,           0.0046045
                 111,            0.027061,            0.020573,           0.0012726,             0.90516,             0.91462,             0.95644,             0.66617,            0.025192,            0.011028,          0.00074489,            0.004555,            0.004555,            0.004555
                 112,            0.027044,             0.02065,           0.0014386,             0.90485,             0.91549,             0.95681,              0.6671,            0.025152,             0.01101,          0.00074255,           0.0045055,           0.0045055,           0.0045055
                 113,            0.026857,            0.020458,           0.0013235,             0.90488,             0.91602,              0.9571,             0.66753,            0.025112,            0.010991,          0.00074109,            0.004456,            0.004456,            0.004456
                 114,            0.026921,             0.02043,           0.0013504,             0.90427,             0.91781,             0.95737,             0.66858,            0.025071,            0.010972,          0.00074048,           0.0044065,           0.0044065,           0.0044065
                 115,            0.026758,            0.020324,           0.0013993,             0.90426,             0.91873,             0.95818,              0.6698,            0.025033,            0.010955,          0.00073912,            0.004357,            0.004357,            0.004357
                 116,            0.026623,             0.02038,           0.0012744,             0.90489,             0.91873,             0.95866,             0.67044,            0.024996,            0.010937,          0.00073855,           0.0043075,           0.0043075,           0.0043075
                 117,            0.026596,            0.020442,           0.0014022,             0.90752,             0.91742,             0.95891,             0.67143,            0.024956,            0.010919,          0.00073872,            0.004258,            0.004258,            0.004258
                 118,            0.026715,            0.020262,           0.0013906,             0.90877,             0.91688,             0.95909,             0.67205,            0.024917,            0.010901,          0.00073825,           0.0042085,           0.0042085,           0.0042085
                 119,             0.02656,            0.020203,            0.001374,             0.91036,             0.91688,             0.95927,              0.6727,             0.02488,            0.010883,          0.00073913,            0.004159,            0.004159,            0.004159
                 120,            0.026622,            0.020261,           0.0013213,             0.91228,             0.91605,             0.95971,             0.67317,            0.024839,            0.010864,           0.0007377,           0.0041095,           0.0041095,           0.0041095
                 121,            0.026499,            0.020092,           0.0013116,             0.91224,             0.91687,             0.95996,             0.67382,            0.024803,            0.010848,          0.00073624,             0.00406,             0.00406,             0.00406
                 122,            0.026431,            0.020197,           0.0012693,             0.91319,             0.91733,             0.96011,             0.67442,            0.024767,            0.010832,          0.00073564,           0.0040105,           0.0040105,           0.0040105
                 123,            0.026444,            0.020155,           0.0013252,             0.91366,             0.91639,             0.96041,             0.67488,            0.024728,            0.010815,          0.00073446,            0.003961,            0.003961,            0.003961
                 124,            0.026341,            0.020184,           0.0014263,              0.9155,             0.91777,             0.96065,              0.6761,            0.024689,            0.010798,          0.00073329,           0.0039115,           0.0039115,           0.0039115
                 125,            0.026123,            0.019889,           0.0013058,             0.91411,              0.9187,             0.96096,             0.67671,            0.024651,            0.010781,          0.00073352,            0.003862,            0.003862,            0.003862
                 126,            0.026099,            0.019971,           0.0013058,             0.91511,             0.91929,              0.9612,             0.67713,            0.024613,            0.010764,           0.0007348,           0.0038125,           0.0038125,           0.0038125
                 127,            0.025929,            0.019968,           0.0012987,             0.91696,             0.91875,             0.96151,             0.67805,            0.024573,            0.010746,          0.00073335,            0.003763,            0.003763,            0.003763
                 128,            0.026034,            0.019869,            0.001267,             0.91755,             0.91688,             0.96184,             0.67877,            0.024532,            0.010729,          0.00073181,           0.0037135,           0.0037135,           0.0037135
                 129,            0.025877,            0.019929,           0.0012899,             0.91837,             0.91731,             0.96202,             0.67989,            0.024489,            0.010711,          0.00073009,            0.003664,            0.003664,            0.003664
                 130,             0.02573,            0.019856,           0.0011685,             0.91923,             0.91637,              0.9623,             0.68039,            0.024449,            0.010693,          0.00072766,           0.0036145,           0.0036145,           0.0036145
                 131,            0.025714,            0.019585,           0.0011801,             0.91817,             0.91869,             0.96277,             0.68147,            0.024404,            0.010673,          0.00072485,            0.003565,            0.003565,            0.003565
                 132,            0.025594,            0.019632,           0.0012298,             0.91919,             0.91736,             0.96302,             0.68238,            0.024362,            0.010656,          0.00072274,           0.0035155,           0.0035155,           0.0035155
                 133,            0.025721,            0.019842,           0.0013037,             0.92159,             0.91731,             0.96309,             0.68301,            0.024321,            0.010637,          0.00072067,            0.003466,            0.003466,            0.003466
                 134,            0.025534,             0.01945,           0.0012309,             0.92207,             0.91542,             0.96321,             0.68372,            0.024282,            0.010618,          0.00071724,           0.0034165,           0.0034165,           0.0034165
                 135,            0.025283,            0.019644,           0.0011607,             0.92243,             0.91677,             0.96347,             0.68438,            0.024242,            0.010599,          0.00071464,            0.003367,            0.003367,            0.003367
                 136,             0.02527,            0.019382,           0.0012333,             0.92159,             0.91834,             0.96362,             0.68522,              0.0242,            0.010579,          0.00071284,           0.0033175,           0.0033175,           0.0033175
                 137,            0.025188,             0.01926,           0.0011688,             0.92293,             0.91804,             0.96373,             0.68606,            0.024158,            0.010559,          0.00071041,            0.003268,            0.003268,            0.003268
                 138,            0.025218,            0.019352,           0.0011399,             0.92073,             0.92022,             0.96389,             0.68672,            0.024116,             0.01054,          0.00070781,           0.0032185,           0.0032185,           0.0032185
                 139,            0.025191,            0.019352,           0.0012006,             0.92318,             0.91868,             0.96408,             0.68719,            0.024072,             0.01052,          0.00070606,            0.003169,            0.003169,            0.003169
                 140,            0.025091,            0.019236,           0.0012379,             0.92282,             0.91866,              0.9643,             0.68763,            0.024029,            0.010501,           0.0007054,           0.0031195,           0.0031195,           0.0031195
                 141,            0.024994,            0.018996,           0.0011017,             0.92336,             0.92029,             0.96453,             0.68869,            0.023985,            0.010481,          0.00070344,             0.00307,             0.00307,             0.00307
                 142,            0.024907,            0.019131,           0.0012257,             0.92188,             0.92181,             0.96429,             0.68995,            0.023939,            0.010463,          0.00070164,           0.0030205,           0.0030205,           0.0030205
                 143,            0.024703,            0.019108,           0.0011388,             0.92189,             0.92283,             0.96447,             0.69053,            0.023896,            0.010444,           0.0007004,            0.002971,            0.002971,            0.002971
                 144,             0.02469,            0.018933,           0.0011723,             0.92182,             0.92236,             0.96456,             0.69137,             0.02385,            0.010425,          0.00069807,           0.0029215,           0.0029215,           0.0029215
                 145,             0.02478,            0.019093,           0.0011276,             0.92145,             0.92294,             0.96467,              0.6921,            0.023805,            0.010405,            0.000696,            0.002872,            0.002872,            0.002872
                 146,            0.024586,            0.019026,           0.0011885,             0.92188,             0.92364,             0.96485,             0.69275,            0.023759,            0.010384,          0.00069318,           0.0028225,           0.0028225,           0.0028225
                 147,             0.02465,            0.019147,           0.0011386,             0.92178,             0.92327,             0.96493,             0.69362,            0.023715,            0.010364,          0.00068984,            0.002773,            0.002773,            0.002773
                 148,            0.024559,            0.018873,            0.001207,             0.92238,             0.92408,              0.9654,              0.6945,             0.02367,            0.010344,          0.00068826,           0.0027235,           0.0027235,           0.0027235
                 149,            0.024478,            0.018987,           0.0011249,             0.92226,             0.92418,             0.96546,             0.69497,            0.023621,            0.010324,          0.00068779,            0.002674,            0.002674,            0.002674
                 150,            0.024315,            0.018879,           0.0011503,             0.92365,             0.92394,             0.96581,             0.69554,            0.023573,            0.010303,          0.00068701,           0.0026245,           0.0026245,           0.0026245
                 151,            0.024324,              0.0187,           0.0011307,             0.92542,             0.92328,             0.96597,             0.69638,            0.023525,            0.010284,          0.00068534,            0.002575,            0.002575,            0.002575
                 152,            0.024473,            0.018776,           0.0011301,             0.92573,             0.92328,             0.96604,             0.69707,            0.023477,            0.010263,          0.00068505,           0.0025255,           0.0025255,           0.0025255
                 153,             0.02425,            0.018743,           0.0011007,             0.92786,             0.92367,             0.96632,             0.69785,             0.02343,            0.010243,          0.00068477,            0.002476,            0.002476,            0.002476
                 154,            0.024144,             0.01857,           0.0011083,             0.92754,             0.92392,             0.96636,             0.69889,            0.023385,            0.010223,          0.00068237,           0.0024265,           0.0024265,           0.0024265
                 155,            0.024131,            0.018844,           0.0011409,             0.92882,             0.92438,             0.96651,              0.7004,            0.023339,            0.010202,          0.00068268,            0.002377,            0.002377,            0.002377
                 156,            0.023992,            0.018449,           0.0010614,             0.92776,             0.92652,             0.96683,             0.70126,            0.023292,            0.010183,          0.00068406,           0.0023275,           0.0023275,           0.0023275
                 157,            0.023907,            0.018403,            0.001059,             0.92837,             0.92607,             0.96707,             0.70192,            0.023245,            0.010163,          0.00068518,            0.002278,            0.002278,            0.002278
                 158,            0.023779,            0.018426,           0.0011371,             0.92815,             0.92652,             0.96713,             0.70284,            0.023197,            0.010144,          0.00068484,           0.0022285,           0.0022285,           0.0022285
                 159,            0.023683,            0.018373,           0.0011053,               0.929,             0.92701,             0.96731,             0.70355,            0.023151,            0.010124,          0.00068337,            0.002179,            0.002179,            0.002179
                 160,            0.023713,             0.01831,            0.001036,             0.92911,             0.92828,             0.96748,             0.70398,            0.023103,            0.010105,           0.0006817,           0.0021295,           0.0021295,           0.0021295
